total_costs,Node similarity to best solution,Edge similarity to best solution,Average Node similarity to all other local optima,Average Edge similarity to all other local optima
51486.0,86,48,83.90790790790791,29.203203203203202
53283.0,79,28,81.004004004004,26.325325325325327
49775.0,85,40,82.74774774774775,32.16116116116116
52709.0,81,33,81.009009009009,28.1011011011011
49492.0,85,37,82.98198198198199,30.193193193193192
52209.0,85,39,82.87687687687688,29.59059059059059
53285.0,84,25,84.07807807807808,24.94794794794795
52038.0,85,37,82.51251251251252,27.45045045045045
53786.0,81,36,81.3953953953954,25.704704704704703
50242.0,84,32,84.55255255255256,32.53553553553554
49882.0,86,42,83.13213213213213,30.686686686686688
51457.0,86,43,84.53253253253253,29.524524524524523
52192.0,85,31,83.76776776776777,27.11911911911912
48704.0,86,43,83.24624624624624,34.326326326326324
51848.0,81,31,80.89489489489489,26.62262262262262
50237.0,85,37,82.24124124124124,30.70770770770771
52982.0,83,39,82.51251251251252,28.16816816816817
51089.0,80,38,81.35535535535536,28.006006006006007
52359.0,87,36,82.82282282282283,28.45745745745746
49631.0,86,40,84.005005005005,30.624624624624623
49341.0,83,48,81.66766766766767,30.926926926926928
50655.0,85,42,83.72472472472472,30.244244244244243
49545.0,86,38,83.98198198198199,29.97897897897898
51170.0,85,38,82.92392392392392,28.156156156156158
50581.0,82,32,82.18418418418419,28.654654654654653
52904.0,84,33,82.69769769769769,27.154154154154153
51625.0,84,33,81.47947947947948,26.354354354354353
51523.0,85,33,81.77177177177177,26.76176176176176
50918.0,81,36,81.91191191191191,29.60760760760761
50560.0,83,33,83.65265265265265,28.573573573573572
51071.0,85,37,83.41941941941941,28.705705705705707
52833.0,82,34,79.84484484484484,28.366366366366368
53432.0,87,32,83.72272272272272,24.07207207207207
51580.0,83,40,83.49449449449449,29.82782782782783
53657.0,77,33,79.33333333333333,25.61261261261261
51486.0,85,34,82.57357357357357,27.984984984984983
49264.0,88,42,84.3943943943944,30.604604604604603
50532.0,83,37,82.64564564564564,28.962962962962962
54930.0,88,30,84.6096096096096,24.6986986986987
52407.0,86,32,82.52752752752752,27.36236236236236
55024.0,85,28,82.08608608608608,23.5985985985986
54590.0,84,24,82.16216216216216,23.96896896896897
54662.0,82,28,83.23823823823824,24.954954954954953
55284.0,82,22,82.31431431431432,23.793793793793792
49465.0,84,38,81.74074074074075,29.78078078078078
49487.0,84,36,82.96196196196196,31.036036036036037
55351.0,82,26,82.36936936936937,21.97997997997998
49698.0,82,31,82.5975975975976,30.9019019019019
56171.0,83,26,81.81581581581581,23.04004004004004
51194.0,87,35,84.65465465465465,26.68068068068068
56548.0,85,28,82.67367367367368,24.14014014014014
48869.0,83,34,84.06906906906907,31.004004004004003
54928.0,85,38,83.48348348348348,25.846846846846848
49391.0,85,36,84.93793793793793,29.3983983983984
50032.0,83,32,80.96696696696696,29.83083083083083
49337.0,88,39,83.47947947947948,28.285285285285287
54207.0,85,28,82.72572572572572,26.593593593593592
54598.0,85,27,84.54854854854855,24.33933933933934
47939.0,81,31,82.81581581581581,31.825825825825827
52594.0,84,38,81.51151151151151,28.674674674674673
52375.0,83,28,82.64964964964965,27.843843843843842
49683.0,85,38,84.26326326326327,31.47847847847848
54952.0,86,21,84.92592592592592,22.585585585585587
48974.0,86,42,84.09909909909909,31.67067067067067
48835.0,84,42,83.27527527527528,32.83983983983984
54952.0,82,34,81.73273273273273,25.4004004004004
54898.0,85,31,82.43243243243244,23.543543543543542
51049.0,84,31,84.27727727727728,27.71771771771772
48236.0,87,42,83.1931931931932,32.072072072072075
51861.0,86,35,84.23523523523524,26.82882882882883
50600.0,85,35,82.74574574574575,27.2992992992993
50236.0,83,31,84.26626626626627,29.11211211211211
56072.0,80,27,79.76776776776777,23.87887887887888
50544.0,85,32,83.62162162162163,29.20920920920921
51815.0,88,35,83.96396396396396,27.08908908908909
49445.0,82,36,82.83883883883884,32.24024024024024
53186.0,80,32,80.95695695695696,25.13913913913914
51835.0,84,40,82.28928928928929,26.95895895895896
50839.0,84,38,82.87687687687688,29.57757757757758
56680.0,84,27,82.69469469469469,21.46046046046046
52004.0,83,33,84.17117117117117,28.706706706706708
49059.0,85,34,83.49449449449449,30.8988988988989
55377.0,79,26,79.08808808808809,24.29029029029029
55119.0,84,31,81.8048048048048,24.90890890890891
55524.0,81,31,79.8078078078078,23.426426426426428
50777.0,83,37,81.88288288288288,30.52852852852853
49922.0,82,41,80.01701701701701,29.046046046046047
50770.0,84,42,83.32932932932933,30.932932932932932
51783.0,80,35,77.64064064064064,27.097097097097098
56637.0,84,23,83.56456456456456,23.355355355355357
54069.0,84,27,83.4104104104104,25.76176176176176
50617.0,84,44,81.50650650650651,30.73273273273273
56422.0,80,27,78.66466466466467,24.3023023023023
53993.0,80,25,81.92792792792793,25.106106106106107
50667.0,83,34,82.30230230230231,29.91891891891892
52537.0,82,32,82.72972972972973,26.61761761761762
50719.0,87,38,83.72972972972973,29.28228228228228
51767.0,83,34,80.88188188188188,26.90890890890891
53121.0,80,30,77.38638638638639,25.454454454454453
50595.0,83,38,82.03703703703704,29.706706706706708
53486.0,84,32,82.01901901901901,26.615615615615617
49572.0,87,31,83.46846846846847,29.976976976976978
49762.0,84,35,84.12512512512512,32.026026026026024
53697.0,87,38,85.2102102102102,26.57157157157157
50422.0,84,36,84.33933933933933,31.124124124124123
54665.0,84,27,82.2032032032032,23.163163163163162
53633.0,81,39,81.53653653653653,28.685685685685687
50639.0,81,36,82.32232232232232,30.72872872872873
54317.0,84,36,83.05905905905905,25.296296296296298
53001.0,79,28,79.7897897897898,26.86186186186186
49424.0,89,40,84.87487487487488,31.187187187187188
55576.0,83,35,82.44244244244244,25.51951951951952
51451.0,85,43,83.47547547547548,29.892892892892892
51075.0,82,31,83.86386386386387,28.64764764764765
56144.0,81,28,81.3963963963964,23.6006006006006
51492.0,86,38,83.89089089089089,30.456456456456458
52154.0,86,35,83.02802802802803,28.733733733733732
50122.0,84,39,84.06506506506507,30.8988988988989
50276.0,83,38,81.62762762762763,30.06106106106106
54855.0,85,26,82.95795795795796,24.303303303303302
55071.0,80,28,80.30930930930931,25.46146146146146
48118.0,88,45,83.88688688688688,32.369369369369366
51890.0,85,30,85.18818818818819,27.58858858858859
52083.0,84,31,82.87887887887888,27.44944944944945
49802.0,87,44,84.66566566566567,31.24924924924925
51012.0,83,40,82.54154154154155,28.56156156156156
51073.0,86,35,83.55455455455456,27.913913913913913
52676.0,82,25,81.50550550550551,23.83183183183183
52655.0,85,35,83.69669669669669,26.66066066066066
52555.0,80,28,80.94494494494495,27.614614614614613
50544.0,83,33,84.34034034034035,30.434434434434433
51236.0,87,36,85.49849849849849,29.526526526526528
51445.0,89,33,84.68368368368368,26.63763763763764
49788.0,85,43,81.28528528528528,31.37737737737738
50757.0,87,44,84.48048048048048,31.836836836836838
55728.0,82,24,83.47747747747748,23.007007007007008
48075.0,88,49,84.03103103103103,33.16316316316316
53274.0,82,30,82.04904904904905,26.52152152152152
51266.0,83,36,81.88788788788789,29.71171171171171
58707.0,81,24,81.49249249249249,21.33933933933934
52302.0,86,30,82.95095095095095,26.71771771771772
55321.0,82,28,81.74674674674675,23.52752752752753
49641.0,83,41,81.29129129129129,28.806806806806808
48868.0,84,39,82.22022022022023,32.234234234234236
51691.0,81,36,83.06206206206207,28.795795795795797
50587.0,88,43,84.4094094094094,30.756756756756758
58551.0,81,27,82.02002002002003,22.17017017017017
48782.0,86,45,83.55055055055055,32.306306306306304
56098.0,79,27,78.7967967967968,25.007007007007008
53784.0,79,28,80.69869869869869,25.3023023023023
53356.0,87,28,83.8048048048048,24.673673673673672
49962.0,84,38,84.04204204204204,30.654654654654653
53838.0,82,36,80.15915915915916,26.93993993993994
50796.0,87,34,84.22922922922923,27.676676676676678
51774.0,82,35,82.2002002002002,28.795795795795797
54309.0,84,35,83.03603603603604,26.8018018018018
50792.0,83,38,83.23823823823824,30.273273273273272
53176.0,80,27,81.994994994995,27.55055055055055
53389.0,85,33,83.48048048048048,26.68868868868869
51316.0,79,31,79.70370370370371,28.025025025025027
52602.0,87,41,85.35235235235236,28.85885885885886
52300.0,81,40,82.48148148148148,28.1021021021021
52758.0,80,28,81.61361361361361,26.205205205205207
49982.0,85,39,83.88688688688688,29.30930930930931
50971.0,80,28,82.50250250250251,28.585585585585587
51955.0,82,28,83.66066066066067,28.595595595595597
55021.0,85,32,84.46746746746747,25.107107107107108
49540.0,84,44,81.70870870870871,30.37737737737738
52124.0,87,30,85.95695695695696,27.27727727727728
56026.0,84,28,81.62662662662663,22.44144144144144
49019.0,84,31,83.38338338338339,31.216216216216218
53713.0,81,28,82.97497497497497,25.276276276276278
50526.0,85,41,82.90490490490491,28.62862862862863
49314.0,87,38,84.1911911911912,29.63063063063063
50619.0,87,42,83.09909909909909,29.343343343343342
56106.0,85,31,82.76376376376376,23.00900900900901
52825.0,84,35,83.87087087087087,28.14114114114114
51421.0,87,40,85.22722722722723,29.785785785785787
51181.0,86,34,82.53053053053053,28.23123123123123
51797.0,80,22,83.8068068068068,28.47847847847848
50846.0,83,31,82.44644644644644,29.96796796796797
55503.0,86,31,82.49249249249249,24.876876876876878
50422.0,86,31,83.44544544544544,29.05005005005005
51946.0,82,35,82.02002002002003,26.57757757757758
52671.0,86,32,83.89789789789789,26.942942942942942
53370.0,83,40,82.27727727727728,27.536536536536538
52908.0,87,25,82.78878878878879,25.27727727727728
52069.0,79,35,79.04504504504504,27.73173173173173
53251.0,83,25,84.15115115115115,26.885885885885887
51415.0,85,30,84.05105105105105,29.833833833833832
52763.0,83,31,82.63263263263264,28.27927927927928
52506.0,83,35,83.23623623623624,29.074074074074073
50277.0,83,39,84.17417417417417,29.04204204204204
49956.0,86,36,84.8048048048048,30.106106106106107
53511.0,83,31,82.4084084084084,25.806806806806808
52224.0,86,33,83.75375375375376,28.146146146146148
48273.0,84,39,80.93793793793793,30.074074074074073
48308.0,84,38,83.28828828828829,31.71271271271271
50305.0,85,36,83.84284284284284,27.886886886886888
50982.0,86,44,83.97197197197197,29.986986986986988
50956.0,86,28,83.28828828828829,27.26126126126126
50382.0,82,31,83.69569569569569,29.726726726726728
58152.0,81,28,80.62862862862863,21.43243243243243
50469.0,85,36,83.66266266266267,29.27927927927928
57959.0,84,28,82.38238238238239,22.046046046046047
54071.0,83,27,82.34334334334335,24.266266266266268
53624.0,81,28,82.55155155155155,25.67967967967968
52505.0,83,27,82.52152152152152,27.007007007007008
49830.0,84,39,83.52152152152152,31.51151151151151
50087.0,81,30,83.33433433433433,30.28828828828829
49559.0,83,37,81.36136136136136,31.306306306306308
48822.0,83,39,82.45845845845845,33.57557557557558
55137.0,85,33,83.91991991991992,28.52152152152152
52389.0,84,38,82.33933933933933,27.86186186186186
53336.0,86,31,84.72872872872873,27.194194194194193
49574.0,81,34,82.43743743743744,30.137137137137138
51983.0,85,39,81.96996996996997,28.395395395395397
50625.0,82,38,81.51151151151151,30.07107107107107
48619.0,83,39,83.71371371371372,33.45845845845846
53985.0,84,31,82.77177177177177,25.77877877877878
51711.0,81,33,81.54054054054055,28.31731731731732
49643.0,87,43,83.7947947947948,29.21821821821822
52816.0,87,32,82.83483483483484,26.43943943943944
48021.0,83,41,84.88488488488488,34.5955955955956
51908.0,83,30,82.90490490490491,29.505505505505507
52338.0,87,41,83.04904904904905,27.873873873873872
51582.0,85,33,83.31931931931932,28.153153153153152
51524.0,84,42,81.43443443443444,28.614614614614613
49211.0,84,35,84.4074074074074,31.204204204204203
51739.0,82,28,82.78178178178179,28.48048048048048
54872.0,82,25,81.25625625625625,24.53953953953954
50443.0,83,35,81.51051051051051,28.993993993993993
49616.0,85,38,82.66266266266267,30.84184184184184
51591.0,85,40,83.6056056056056,28.473473473473472
52372.0,81,35,82.90990990990991,28.066066066066067
53400.0,81,28,80.88388388388388,26.24724724724725
49870.0,86,35,83.71671671671672,29.056056056056057
52533.0,86,38,84.03003003003003,26.52152152152152
47792.0,87,45,84.72672672672672,33.6976976976977
56242.0,81,24,83.54954954954955,24.654654654654653
51570.0,86,39,83.16016016016016,28.286286286286288
52095.0,83,35,82.53753753753753,27.1001001001001
51894.0,83,33,83.90090090090091,28.224224224224223
51219.0,85,40,83.72372372372372,27.414414414414413
49856.0,85,35,83.94794794794795,28.43843843843844
52402.0,79,27,80.76876876876877,27.7017017017017
49212.0,86,47,84.63563563563564,31.14114114114114
52447.0,87,35,83.94594594594595,27.99099099099099
52423.0,83,28,81.5935935935936,25.45945945945946
54204.0,81,35,81.71671671671672,28.39139139139139
52132.0,86,30,84.08508508508508,26.18118118118118
51949.0,82,32,82.54654654654655,27.94094094094094
51789.0,87,35,82.84984984984985,27.666666666666668
51781.0,85,34,84.65365365365365,26.503503503503502
48663.0,84,39,84.78178178178179,32.387387387387385
52160.0,82,32,80.998998998999,26.874874874874873
54206.0,80,28,82.21921921921921,25.486486486486488
51748.0,84,32,83.54654654654655,27.23823823823824
49645.0,87,39,84.27927927927928,33.690690690690694
49578.0,82,34,82.08308308308308,30.61161161161161
48066.0,86,47,83.24124124124124,33.492492492492495
48506.0,88,48,82.98798798798799,33.511511511511515
52398.0,88,33,84.48148148148148,26.782782782782782
55081.0,82,27,81.8098098098098,24.764764764764763
52121.0,82,26,82.95295295295296,28.236236236236238
50885.0,85,33,84.55255255255256,28.926926926926928
49578.0,85,35,83.08608608608608,30.057057057057058
49236.0,84,41,82.48748748748748,29.206206206206208
51093.0,84,37,82.30230230230231,28.136136136136138
54773.0,85,31,84.14214214214215,25.39039039039039
56071.0,83,32,82.34134134134135,26.35035035035035
49818.0,85,38,84.01601601601601,30.955955955955957
55336.0,84,31,83.78378378378379,25.57057057057057
57080.0,81,30,81.2022022022022,24.70970970970971
52627.0,84,30,82.33133133133133,27.094094094094093
53479.0,81,34,81.50950950950951,25.35135135135135
51029.0,84,33,82.71371371371372,30.1001001001001
52217.0,85,32,82.02602602602603,26.845845845845847
52909.0,85,34,82.78678678678679,26.97797797797798
52982.0,79,33,80.84284284284284,25.11911911911912
51181.0,82,34,81.46846846846847,28.815815815815817
52655.0,85,30,84.3913913913914,27.01901901901902
54289.0,85,28,83.54654654654655,24.23823823823824
48437.0,84,43,82.58858858858859,31.506506506506508
49386.0,80,33,81.51951951951952,29.834834834834833
53106.0,83,28,82.5925925925926,25.454454454454453
50544.0,86,33,83.70170170170171,31.75875875875876
50493.0,84,32,85.03403403403404,30.635635635635637
49668.0,80,31,81.63963963963964,30.32832832832833
54220.0,86,35,81.96596596596596,26.057057057057058
52107.0,83,31,83.84484484484484,27.56256256256256
54117.0,83,37,81.2072072072072,25.5025025025025
49267.0,85,40,82.65965965965965,32.1981981981982
50829.0,86,38,83.3943943943944,29.705705705705707
48948.0,85,41,83.53453453453453,29.90890890890891
51769.0,82,37,83.65065065065065,27.984984984984983
56152.0,86,35,82.55055055055055,26.37137137137137
52516.0,85,37,82.67867867867868,27.225225225225227
52720.0,83,37,81.46646646646647,28.61861861861862
51165.0,88,35,86.35735735735736,28.93793793793794
53474.0,83,26,82.7927927927928,24.204204204204203
53721.0,82,32,80.21321321321321,27.7027027027027
53362.0,84,21,82.7907907907908,24.26826826826827
52765.0,89,44,83.5925925925926,28.836836836836838
51912.0,85,35,83.41441441441441,28.623623623623622
51996.0,86,34,82.69269269269269,26.57057057057057
51309.0,85,32,83.44144144144144,27.885885885885887
53313.0,80,27,80.1971971971972,25.284284284284283
50410.0,83,37,82.25225225225225,31.4984984984985
50071.0,82,32,82.37937937937937,29.28028028028028
49607.0,85,33,83.8018018018018,28.226226226226228
56961.0,85,28,84.0,22.346346346346348
49716.0,84,41,82.4074074074074,32.251251251251254
51208.0,82,35,80.54854854854855,28.57057057057057
49270.0,88,44,85.02202202202203,31.78978978978979
49991.0,84,28,83.58558558558559,27.77777777777778
52374.0,85,34,83.63863863863864,27.13213213213213
49307.0,85,43,84.1951951951952,31.45245245245245
48471.0,84,41,83.09609609609609,32.63563563563564
54052.0,84,23,84.46746746746747,27.206206206206208
53355.0,84,26,83.62862862862863,25.525525525525527
48538.0,85,44,82.89389389389389,34.009009009009006
53904.0,84,31,83.45345345345345,25.59259259259259
50861.0,83,35,82.8078078078078,29.12212212212212
48805.0,86,42,83.17217217217217,31.72072072072072
55446.0,77,25,79.1981981981982,25.42942942942943
50730.0,84,30,83.95995995995996,30.85185185185185
53629.0,86,23,86.09409409409409,24.2982982982983
49435.0,83,34,82.26426426426427,29.87987987987988
51230.0,87,40,83.83283283283284,26.925925925925927
54334.0,83,33,83.4014014014014,25.413413413413412
51951.0,82,31,81.91591591591592,26.63263263263263
50230.0,85,40,83.42042042042043,29.27927927927928
49333.0,84,28,83.36536536536536,29.814814814814813
48096.0,88,46,84.90090090090091,32.186186186186184
51136.0,84,33,83.25525525525525,28.52052052052052
50940.0,83,36,83.93093093093093,28.674674674674673
51535.0,85,39,82.64564564564564,27.037037037037038
51087.0,83,33,83.49049049049049,30.176176176176178
49908.0,84,42,82.7957957957958,31.354354354354353
49068.0,88,41,84.25125125125125,30.854854854854853
49873.0,84,42,82.98498498498499,32.0990990990991
54345.0,87,30,83.48148148148148,23.976976976976978
53788.0,83,32,81.88088088088088,23.98098098098098
52474.0,84,36,83.50950950950951,26.84784784784785
54635.0,86,28,82.96896896896897,24.53753753753754
48470.0,87,39,83.07307307307308,33.28028028028028
53562.0,87,31,85.89989989989989,25.27127127127127
54158.0,82,32,82.62462462462463,25.5015015015015
53668.0,84,35,82.90690690690691,25.96796796796797
51914.0,85,34,83.34634634634635,28.494494494494493
52119.0,86,35,84.72872872872873,27.315315315315317
56172.0,80,28,80.95795795795796,22.86186186186186
53420.0,83,33,82.45645645645645,24.736736736736738
51777.0,81,28,81.29529529529529,27.91991991991992
51910.0,84,28,82.48048048048048,27.72172172172172
52069.0,80,27,82.57457457457457,26.856856856856858
52643.0,81,35,83.38538538538539,27.53253253253253
55354.0,81,28,82.97697697697697,24.633633633633632
51281.0,81,40,80.93393393393393,28.02102102102102
50607.0,85,38,81.29929929929929,28.964964964964963
52084.0,87,32,83.95895895895896,27.88188188188188
50550.0,83,32,82.71171171171171,27.57157157157157
47793.0,82,39,83.91791791791792,34.24024024024024
52003.0,83,36,82.61561561561561,28.5025025025025
49461.0,78,34,80.8018018018018,30.913913913913913
53656.0,82,30,83.24024024024024,25.94994994994995
51219.0,83,36,81.27627627627628,27.74874874874875
53227.0,83,33,80.90090090090091,26.73973973973974
48183.0,86,41,83.87287287287288,31.824824824824823
53510.0,86,42,84.62562562562563,26.60860860860861
53176.0,80,32,81.33533533533533,27.33233233233233
53030.0,77,26,80.43243243243244,25.45845845845846
48233.0,84,40,81.988988988989,31.845845845845847
50387.0,83,33,82.56556556556556,27.954954954954953
52091.0,83,36,82.47347347347348,29.455455455455457
52877.0,82,26,82.78578578578579,25.04004004004004
57774.0,84,28,83.09709709709709,22.21021021021021
52896.0,84,28,82.5925925925926,26.954954954954953
50331.0,84,44,82.76476476476476,32.05705705705706
51417.0,87,39,84.36136136136136,29.25125125125125
50846.0,85,38,83.48148148148148,29.26226226226226
56617.0,80,24,81.11611611611612,22.574574574574573
51614.0,84,32,84.25725725725725,27.236236236236238
49913.0,88,38,84.69769769769769,28.92192192192192
49730.0,86,35,84.05605605605605,29.71871871871872
48284.0,84,45,83.05505505505505,33.35535535535536
51930.0,89,42,84.51451451451452,29.01201201201201
51957.0,85,38,81.83283283283284,26.833833833833832
49403.0,90,42,84.22922922922923,30.245245245245247
52118.0,86,31,84.48348348348348,28.423423423423422
54547.0,84,25,80.11411411411412,23.70770770770771
50803.0,84,36,83.44044044044044,28.466466466466468
52545.0,84,33,82.007007007007,28.41141141141141
52923.0,82,25,82.68968968968969,25.63163163163163
49845.0,82,37,82.23423423423424,30.47747747747748
50481.0,81,33,82.15415415415416,30.3013013013013
52777.0,88,28,83.15415415415416,25.80880880880881
53762.0,78,28,79.76676676676676,27.61761761761762
49237.0,86,40,84.61161161161161,31.583583583583582
49613.0,82,33,81.84284284284284,28.485485485485487
53696.0,85,35,82.7907907907908,25.615615615615617
51905.0,87,31,84.69069069069069,27.105105105105107
