total_costs,Node similarity to best solution,Edge similarity to best solution,Average Node similarity to all other local optima,Average Edge similarity to all other local optima
50112.0,84,43,81.58758758758759,30.426426426426428
51621.0,86,36,82.22822822822823,28.43843843843844
51015.0,82,35,83.52452452452452,27.72172172172172
52366.0,83,28,82.01601601601601,24.95895895895896
51431.0,86,39,83.74774774774775,29.635635635635637
50801.0,89,36,85.81781781781781,27.952952952952952
50235.0,82,35,82.75775775775776,30.846846846846848
51050.0,81,34,81.71271271271272,29.075075075075077
54123.0,83,28,82.96696696696696,24.15115115115115
51154.0,86,35,83.85885885885885,30.253253253253252
51208.0,85,33,84.72072072072072,29.5015015015015
51575.0,83,33,82.37937937937937,28.55255255255255
50928.0,87,37,84.15415415415416,28.25225225225225
54302.0,81,31,80.90290290290291,25.25225225225225
50704.0,85,38,85.03803803803804,31.346346346346348
56622.0,84,30,82.09209209209209,22.514514514514513
51488.0,83,37,82.53853853853853,29.92092092092092
55602.0,83,27,83.08708708708708,24.35935935935936
52178.0,82,39,81.42542542542543,28.204204204204203
51974.0,85,28,83.64164164164164,29.34134134134134
53399.0,88,41,84.11911911911912,26.685685685685687
52501.0,83,36,81.32732732732732,25.884884884884883
54477.0,81,30,81.21121121121121,24.935935935935937
54766.0,84,27,83.78078078078079,23.22222222222222
51799.0,84,28,84.13313313313313,28.07907907907908
51942.0,87,35,84.31231231231232,27.854854854854853
53635.0,87,36,85.33533533533533,26.744744744744743
52075.0,85,32,81.82682682682683,27.96796796796797
51715.0,83,33,81.03003003003003,28.05805805805806
50293.0,85,38,84.31131131131131,29.11111111111111
53476.0,86,37,83.85085085085085,26.534534534534533
55106.0,84,34,82.36036036036036,24.956956956956958
52528.0,86,28,83.94094094094095,25.59159159159159
51467.0,86,34,83.5915915915916,26.733733733733732
51439.0,88,37,84.66166166166167,26.9019019019019
51912.0,81,32,80.88388388388388,28.86986986986987
49040.0,83,36,83.81381381381381,30.812812812812812
52905.0,85,39,83.46146146146147,26.13813813813814
54046.0,82,28,83.11211211211211,24.953953953953953
50068.0,84,34,84.21321321321321,29.74874874874875
49906.0,86,41,82.85885885885885,31.05905905905906
51779.0,88,37,84.38338338338339,28.8018018018018
52416.0,82,35,83.07607607607608,26.6976976976977
51161.0,85,41,83.65565565565565,29.464464464464463
49649.0,85,35,83.92092092092092,30.32032032032032
49719.0,82,39,82.33733733733733,28.593593593593592
50700.0,88,38,84.6106106106106,29.73873873873874
49647.0,86,42,83.49249249249249,31.8018018018018
51860.0,83,30,80.65165165165165,26.46046046046046
51171.0,85,28,83.36836836836837,26.976976976976978
51290.0,84,27,81.96096096096096,23.596596596596598
49720.0,83,33,83.21521521521521,29.395395395395397
50036.0,83,33,84.35635635635636,30.17817817817818
53520.0,78,26,79.42042042042043,24.47747747747748
56760.0,84,24,84.30830830830831,23.067067067067068
53027.0,79,24,80.89489489489489,25.207207207207208
52527.0,82,31,83.44144144144144,28.16216216216216
52085.0,85,37,83.54554554554555,28.766766766766768
50880.0,86,36,84.3933933933934,30.16116116116116
53601.0,84,34,83.36436436436436,26.434434434434433
51134.0,85,37,83.41841841841841,30.43743743743744
53044.0,85,36,84.12212212212212,27.966966966966968
51124.0,84,35,83.13713713713713,29.32732732732733
51483.0,82,32,82.48748748748748,29.184184184184183
54568.0,83,31,82.85185185185185,28.206206206206208
52004.0,82,32,79.46546546546547,27.7027027027027
51881.0,86,36,82.63463463463464,26.88188188188188
53621.0,85,40,81.50750750750751,26.45045045045045
51794.0,83,36,82.21721721721721,28.49249249249249
50064.0,85,38,82.74674674674675,30.156156156156158
51524.0,85,40,85.24424424424424,29.505505505505507
53396.0,87,43,83.47647647647648,27.772772772772772
52427.0,85,34,81.43143143143143,27.404404404404403
52540.0,85,27,83.53053053053053,28.29229229229229
50699.0,83,36,83.61661661661661,29.39239239239239
49467.0,85,39,84.98798798798799,30.233233233233232
52077.0,85,33,84.48048048048048,28.87887887887888
48057.0,87,48,85.15315315315316,33.94494494494494
53155.0,82,31,82.23923923923924,26.37237237237237
50326.0,83,34,80.89689689689689,29.004004004004003
52770.0,85,28,84.16616616616616,26.813813813813812
51104.0,88,38,83.77177177177177,27.54054054054054
53200.0,81,30,81.44144144144144,24.55955955955956
51348.0,89,33,85.29129129129129,27.16016016016016
51587.0,82,31,80.16216216216216,28.61261261261261
52691.0,86,33,83.50150150150151,25.60860860860861
52593.0,85,31,83.51651651651652,26.217217217217218
52254.0,85,33,85.07507507507508,28.024024024024023
51130.0,85,39,83.08308308308308,29.793793793793792
52834.0,83,33,82.88788788788789,25.88888888888889
50359.0,86,34,83.1891891891892,27.824824824824823
53551.0,85,31,82.90890890890891,26.455455455455457
51826.0,85,44,83.51151151151151,31.98798798798799
52414.0,81,28,83.4064064064064,27.902902902902902
48855.0,82,41,82.84084084084084,32.01601601601602
54752.0,80,30,82.3943943943944,26.56156156156156
48285.0,86,40,84.66266266266267,31.406406406406408
52518.0,84,28,83.95595595595596,26.35135135135135
49979.0,86,38,83.6086086086086,30.094094094094093
51815.0,85,33,82.4084084084084,26.30830830830831
50763.0,85,28,84.30730730730731,27.72172172172172
50047.0,83,37,82.3943943943944,29.41041041041041
52644.0,88,32,85.11611611611612,25.906906906906908
53101.0,81,22,82.81981981981981,23.845845845845847
50173.0,86,45,83.58058058058059,32.37837837837838
50508.0,84,38,83.82782782782783,28.57757757757758
51662.0,80,35,80.75975975975976,26.42942942942943
51579.0,85,35,83.16716716716716,28.175175175175177
54463.0,84,28,83.71471471471472,24.254254254254253
55379.0,87,25,84.3933933933934,22.883883883883883
48743.0,86,40,83.06206206206207,31.60760760760761
54050.0,84,32,82.97297297297297,24.975975975975977
50977.0,83,31,84.22422422422423,28.45145145145145
53638.0,81,35,81.3973973973974,27.48148148148148
51137.0,84,35,81.35635635635636,26.35735735735736
53832.0,83,31,82.43043043043043,26.425425425425427
54501.0,88,28,83.14314314314315,24.63163163163163
55367.0,81,25,81.1981981981982,22.606606606606608
54702.0,84,30,83.50050050050051,24.35235235235235
54151.0,80,24,80.67667667667668,22.805805805805807
53741.0,81,26,82.96796796796797,24.31231231231231
50057.0,83,36,83.72772772772772,30.60760760760761
53797.0,84,35,82.91791791791792,27.664664664664663
54461.0,87,36,83.18818818818819,24.636636636636638
51747.0,84,41,80.90390390390391,27.14214214214214
54081.0,87,31,84.48848848848849,26.016016016016017
53071.0,84,24,81.21721721721721,25.2012012012012
55286.0,87,25,85.32232232232232,24.58758758758759
52038.0,85,34,83.89689689689689,27.10810810810811
51561.0,87,38,83.34934934934935,29.18118118118118
52635.0,80,26,80.55855855855856,25.27927927927928
51452.0,84,24,84.34534534534535,27.56256256256256
51040.0,84,31,82.10010010010011,29.944944944944943
49317.0,85,49,82.53253253253253,33.36136136136136
53159.0,88,31,83.91891891891892,25.513513513513512
55613.0,87,33,84.69369369369369,26.922922922922922
52871.0,82,27,81.96196196196196,25.91191191191191
50600.0,84,33,83.74074074074075,29.25725725725726
53965.0,81,30,80.02102102102103,25.636636636636638
54591.0,81,28,82.12312312312312,25.53753753753754
50191.0,83,37,82.96496496496496,28.6016016016016
52358.0,79,39,78.14114114114115,27.87087087087087
51920.0,85,37,82.01901901901901,28.48748748748749
54457.0,85,28,82.44444444444444,25.396396396396398
53439.0,87,31,83.89489489489489,26.055055055055057
56227.0,83,28,83.85985985985985,24.64964964964965
51660.0,86,37,84.13613613613613,29.235235235235237
54426.0,82,34,81.03003003003003,24.11111111111111
48288.0,85,43,82.65965965965965,31.183183183183182
51192.0,85,38,83.65165165165165,30.09209209209209
51769.0,85,28,83.03303303303304,26.56156156156156
54389.0,87,39,82.11311311311312,25.784784784784783
51337.0,84,42,83.67567567567568,29.11111111111111
51493.0,85,36,84.08908908908909,29.483483483483482
51369.0,83,33,84.64964964964965,29.774774774774773
49663.0,83,40,82.95595595595596,32.414414414414416
53117.0,85,28,83.03103103103103,25.645645645645647
57835.0,83,22,81.35935935935936,21.444444444444443
50585.0,87,37,84.18718718718719,29.0
48229.0,85,47,82.77177177177177,32.011011011011014
51967.0,82,30,81.95595595595596,25.72072072072072
49523.0,86,40,83.56056056056056,30.38138138138138
52897.0,85,31,83.74774774774775,26.403403403403402
51358.0,86,34,83.18118118118119,24.48148148148148
48184.0,83,39,84.34134134134135,33.36436436436436
56266.0,83,24,82.13713713713713,21.223223223223222
54716.0,80,23,82.45745745745745,24.1021021021021
53846.0,83,33,81.95595595595596,25.86786786786787
50477.0,85,32,83.68168168168168,29.474474474474473
50052.0,84,42,82.77677677677677,29.546546546546548
50911.0,85,37,83.85585585585585,29.34934934934935
51311.0,80,27,81.10510510510511,27.366366366366368
49029.0,81,39,81.53553553553553,33.61761761761762
49693.0,85,36,82.82482482482483,29.546546546546548
54973.0,87,37,85.03303303303304,26.20820820820821
54637.0,84,27,84.24524524524524,26.253253253253252
53681.0,87,36,84.3903903903904,25.91191191191191
53809.0,84,33,83.06406406406407,27.44944944944945
54022.0,80,24,80.4104104104104,24.66166166166166
50000.0,83,37,82.37737737737737,31.93193193193193
54741.0,86,33,84.25725725725725,26.125125125125127
50635.0,83,34,82.35335335335336,27.993993993993993
52650.0,85,34,82.90990990990991,26.44244244244244
51066.0,81,32,78.88788788788789,25.885885885885887
53158.0,84,41,83.73373373373373,26.68268268268268
48542.0,83,37,82.71171171171171,31.603603603603602
54649.0,87,37,84.02702702702703,26.07207207207207
53833.0,84,39,82.4064064064064,25.804804804804803
50435.0,84,42,82.29629629629629,28.932932932932932
53326.0,82,31,81.25625625625625,26.386386386386388
50288.0,86,38,83.04004004004004,30.32232232232232
59726.0,82,26,80.85885885885885,21.74774774774775
51792.0,83,28,82.89089089089089,26.16916916916917
51155.0,78,36,78.66466466466467,27.8998998998999
53681.0,87,32,83.50050050050051,25.305305305305307
52073.0,87,37,84.72472472472472,29.814814814814813
53640.0,87,39,83.8028028028028,24.446446446446448
51771.0,76,30,80.04204204204204,27.47747747747748
56921.0,80,23,79.13013013013013,20.61061061061061
52891.0,85,27,83.48048048048048,26.08908908908909
57161.0,83,25,81.78878878878879,21.946946946946948
54278.0,82,28,82.41441441441441,25.127127127127128
52556.0,83,30,80.87987987987988,24.934934934934933
50424.0,84,28,84.41441441441441,27.94794794794795
51525.0,83,40,81.64864864864865,28.076076076076077
53292.0,82,26,82.76276276276276,26.3973973973974
52954.0,84,37,82.77577577577577,28.4014014014014
49852.0,86,44,83.53953953953953,31.02202202202202
51453.0,85,33,84.81281281281281,26.454454454454453
52669.0,85,37,82.91291291291292,27.18918918918919
52554.0,83,34,81.34334334334335,27.42142142142142
50951.0,85,34,84.13113113113113,29.57157157157157
50997.0,82,34,80.67567567567568,29.51051051051051
54255.0,84,26,83.64664664664664,23.096096096096097
51919.0,85,28,85.47247247247248,27.023023023023022
55072.0,84,25,82.97697697697697,24.22822822822823
52584.0,84,32,80.5935935935936,26.43043043043043
51852.0,83,38,82.83183183183183,29.1021021021021
51635.0,85,35,83.4104104104104,28.51851851851852
53757.0,87,34,84.87987987987988,27.812812812812812
52153.0,88,39,82.8078078078078,26.74974974974975
51940.0,87,38,84.7987987987988,28.57057057057057
51210.0,85,40,83.06106106106107,29.64864864864865
48653.0,84,42,82.77177177177177,31.213213213213212
49622.0,84,38,82.15215215215215,29.74974974974975
52493.0,85,35,82.77377377377377,28.52052052052052
50642.0,82,31,83.53053053053053,28.323323323323322
53291.0,86,34,81.65165165165165,27.58058058058058
49784.0,83,37,81.30830830830831,30.92892892892893
54927.0,82,30,81.94394394394395,25.47747747747748
52546.0,86,39,83.5985985985986,26.8988988988989
50853.0,84,34,82.02902902902903,26.483483483483482
54510.0,82,27,82.04504504504504,24.206206206206208
51531.0,84,34,83.004004004004,28.65165165165165
52517.0,83,32,84.06106106106107,28.57957957957958
51536.0,84,31,83.89889889889889,27.932932932932932
50733.0,88,43,84.66366366366367,30.28828828828829
52697.0,84,33,83.78878878878879,27.36036036036036
50338.0,86,41,83.16016016016016,30.84184184184184
51331.0,81,28,83.01801801801801,27.513513513513512
51137.0,83,32,82.95995995995996,28.753753753753752
51280.0,85,36,85.2042042042042,28.952952952952952
53264.0,80,30,81.13613613613613,26.25225225225225
55326.0,83,27,81.30630630630631,25.54154154154154
51231.0,85,31,82.66166166166167,27.087087087087088
50246.0,82,32,83.66466466466467,27.912912912912912
51661.0,85,33,83.55255255255256,28.09009009009009
49940.0,83,37,83.18418418418419,30.143143143143142
53497.0,85,31,81.94794794794795,25.656656656656658
53713.0,82,35,82.62662662662663,27.494494494494493
50333.0,85,35,84.11711711711712,28.183183183183182
48373.0,87,52,84.91691691691692,33.93493493493494
52814.0,80,28,80.49349349349349,27.57257257257257
51474.0,81,23,82.68268268268268,26.514514514514513
51454.0,84,32,83.61261261261261,28.52852852852853
53789.0,83,32,81.95995995995996,26.42942942942943
55993.0,85,27,84.38138138138139,22.305305305305307
51905.0,85,42,81.48048048048048,27.97997997997998
55320.0,85,27,84.6086086086086,24.685685685685687
52251.0,85,36,85.7967967967968,27.646646646646648
51628.0,84,42,81.74674674674675,26.87787787787788
51531.0,84,41,83.011011011011,27.90890890890891
53797.0,80,36,80.07307307307308,26.446446446446448
49938.0,87,36,85.25325325325325,29.19119119119119
52836.0,78,26,81.05905905905905,26.214214214214213
57534.0,79,27,79.15215215215215,24.44744744744745
51648.0,86,42,82.67967967967968,28.905905905905907
53093.0,80,22,81.88088088088088,25.127127127127128
52142.0,81,28,82.85085085085085,25.474474474474473
50788.0,86,32,84.14214214214215,29.153153153153152
47970.0,85,33,85.21121121121121,32.85885885885886
54147.0,87,32,82.46046046046047,26.496496496496498
51433.0,86,40,85.10910910910911,30.484484484484483
50352.0,90,38,84.12412412412412,28.503503503503502
54793.0,80,28,82.85585585585585,24.93193193193193
50618.0,83,31,83.08708708708708,29.15815815815816
52836.0,83,34,84.1981981981982,27.336336336336338
51548.0,82,31,82.66066066066067,27.25725725725726
53137.0,84,34,83.32432432432432,25.45045045045045
51698.0,86,36,83.98398398398399,29.02002002002002
49343.0,88,45,82.71271271271272,30.56956956956957
50106.0,84,42,82.81781781781781,28.95195195195195
49553.0,84,41,82.51851851851852,29.85085085085085
52418.0,84,32,82.74974974974975,28.74174174174174
52863.0,82,32,82.06206206206207,27.33833833833834
53242.0,86,36,84.30030030030031,26.685685685685687
50034.0,86,41,82.03403403403404,31.04904904904905
53459.0,86,31,81.16016016016016,23.96796796796797
51504.0,83,34,82.66766766766767,28.7027027027027
55062.0,83,25,81.81781781781781,23.91991991991992
53670.0,82,28,80.2022022022022,23.3983983983984
49650.0,83,36,83.51751751751752,31.23123123123123
52347.0,82,34,82.01301301301301,26.6976976976977
51617.0,87,33,84.41141141141141,27.55955955955956
50968.0,86,40,84.5955955955956,29.59259259259259
49421.0,85,38,84.04204204204204,31.20820820820821
55335.0,81,28,80.49249249249249,23.614614614614613
50585.0,82,28,83.1921921921922,28.914914914914913
53603.0,83,33,82.77177177177177,26.60760760760761
50355.0,84,40,83.09409409409409,29.503503503503502
52433.0,84,31,81.08608608608608,25.19219219219219
52964.0,87,40,83.6106106106106,27.077077077077078
51140.0,81,31,81.93193193193193,27.515515515515517
50367.0,85,36,83.13613613613613,28.356356356356358
51322.0,82,39,79.94694694694695,29.885885885885887
52181.0,84,40,82.25425425425425,26.96796796796797
49408.0,83,36,83.36236236236236,33.07507507507508
51935.0,85,33,83.98498498498499,28.474474474474473
52234.0,87,36,83.77077077077077,27.393393393393392
48992.0,86,34,82.67667667667668,29.64764764764765
49188.0,87,39,85.51351351351352,32.249249249249246
49817.0,84,42,83.09909909909909,30.336336336336338
54222.0,88,32,83.97597597597597,23.60760760760761
52040.0,87,32,83.51351351351352,26.483483483483482
51326.0,81,34,80.92892892892893,28.81181181181181
53797.0,85,34,83.74274274274275,26.75075075075075
50993.0,84,27,83.47147147147147,28.227227227227228
52361.0,85,40,82.7907907907908,28.313313313313312
50564.0,88,39,83.73173173173173,28.674674674674673
54058.0,88,33,83.27927927927928,23.71871871871872
53233.0,85,28,80.66366366366367,25.32832832832833
48541.0,88,37,85.05605605605605,33.72372372372372
52181.0,85,30,84.22222222222223,26.736736736736738
51889.0,86,39,83.30330330330331,28.6976976976977
54257.0,83,28,82.35735735735736,24.503503503503502
49856.0,82,39,81.98698698698699,28.625625625625627
51716.0,83,33,82.36536536536536,27.094094094094093
56399.0,79,26,81.1981981981982,24.295295295295297
53719.0,82,25,81.49949949949949,24.40940940940941
52057.0,86,28,83.22522522522523,26.913913913913913
54796.0,84,31,84.55555555555556,25.294294294294293
51209.0,86,41,83.54154154154155,28.146146146146148
49930.0,88,43,84.62462462462463,30.50850850850851
52256.0,85,37,81.25325325325325,28.853853853853852
52015.0,85,37,82.55655655655656,27.86186186186186
49932.0,84,41,83.37237237237237,32.450450450450454
51826.0,87,38,82.08208208208208,28.175175175175177
52075.0,81,26,82.41141141141141,28.54854854854855
54952.0,78,28,79.995995995996,24.952952952952952
54782.0,83,26,81.95895895895896,23.42842842842843
53825.0,81,28,82.4014014014014,24.66766766766767
46976.0,100,100,84.02802802802803,33.84084084084084
50500.0,84,39,83.22522522522523,31.23023023023023
50285.0,86,34,84.83583583583584,29.16816816816817
50470.0,85,32,83.88188188188188,28.053053053053052
51677.0,82,38,82.49749749749749,29.713713713713712
53332.0,83,30,82.22722722722723,24.84884884884885
54704.0,82,35,81.02302302302303,23.72972972972973
52500.0,84,27,83.96796796796797,27.05905905905906
52271.0,84,38,83.23523523523524,27.77177177177177
48932.0,87,44,82.67367367367368,31.14914914914915
52961.0,84,31,82.75075075075075,24.65265265265265
52662.0,85,32,83.17017017017017,26.90990990990991
49824.0,81,36,83.03503503503504,31.12812812812813
51325.0,84,33,84.03503503503504,28.814814814814813
54835.0,81,26,80.62862862862863,25.7007007007007
50522.0,87,42,84.48748748748748,30.167167167167168
52416.0,82,27,82.3973973973974,27.163163163163162
50172.0,85,35,83.77277277277277,29.903903903903903
49247.0,85,39,84.16316316316316,30.20820820820821
51941.0,82,37,82.58858858858859,27.44144144144144
52290.0,85,30,82.93093093093093,27.37937937937938
54005.0,86,38,82.81581581581581,27.68968968968969
52589.0,84,33,79.95195195195195,27.1001001001001
53298.0,81,28,82.74774774774775,27.093093093093092
52058.0,87,35,84.57057057057057,27.873873873873872
48523.0,84,39,82.58158158158159,32.213213213213216
51157.0,85,38,83.96396396396396,28.88888888888889
50433.0,84,43,82.31831831831832,30.445445445445447
52333.0,88,40,83.43043043043043,25.91091091091091
52553.0,84,28,82.81581581581581,25.636636636636638
51656.0,90,42,84.29429429429429,25.375375375375377
48686.0,86,39,82.34434434434435,31.616616616616618
49409.0,90,41,83.89589589589589,28.47247247247247
54552.0,82,30,82.49949949949949,24.704704704704703
52574.0,84,28,82.63563563563564,24.553553553553552
54199.0,85,37,81.98498498498499,24.54254254254254
51971.0,85,36,82.56756756756756,28.433433433433432
50485.0,86,34,83.01001001001,29.066066066066067
54380.0,79,27,81.03003003003003,25.42142142142142
54942.0,81,22,81.91991991991992,23.77877877877878
56112.0,82,28,82.84984984984985,23.13213213213213
52686.0,85,34,82.52752752752752,26.25025025025025
48905.0,84,41,83.28228228228228,31.72072072072072
53752.0,87,27,82.4054054054054,25.41941941941942
51120.0,82,34,82.25525525525525,29.84784784784785
50064.0,84,40,81.90590590590591,28.305305305305307
55217.0,82,30,82.93593593593593,25.42942942942943
54586.0,80,31,79.81181181181181,23.516516516516518
51249.0,83,31,82.5925925925926,29.246246246246248
52270.0,86,35,83.45145145145145,27.42742742742743
50314.0,85,32,84.42542542542543,27.43743743743744
51894.0,86,39,83.54454454454455,27.4984984984985
55022.0,82,30,81.57557557557557,24.23123123123123
50740.0,80,35,79.88588588588588,27.47847847847848
56738.0,86,30,81.91891891891892,24.02802802802803
52347.0,82,28,82.89089089089089,28.14014014014014
52840.0,83,27,82.54054054054055,25.41241241241241
52192.0,85,28,84.12712712712712,28.51751751751752
52747.0,85,31,82.17217217217217,26.237237237237238
53708.0,83,30,83.998998998999,24.793793793793792
52847.0,86,39,83.42742742742743,28.12112112112112
57916.0,84,25,81.998998998999,23.5005005005005
50964.0,83,32,84.4054054054054,28.624624624624623
50990.0,86,31,83.24624624624624,29.036036036036037
53766.0,86,32,83.09609609609609,26.523523523523522
53370.0,86,33,83.78278278278279,26.38738738738739
55049.0,82,23,82.3913913913914,23.54954954954955
49851.0,81,30,82.27827827827828,29.125125125125127
49439.0,86,40,81.63763763763764,29.33933933933934
49476.0,83,31,83.06306306306307,29.953953953953953
54532.0,86,28,83.30330330330331,24.58058058058058
51296.0,83,35,81.6016016016016,27.656656656656658
48606.0,87,41,84.91491491491492,31.88188188188188
50436.0,86,36,85.07607607607608,28.593593593593592
51593.0,87,38,84.27827827827828,28.28928928928929
51605.0,84,33,83.21321321321321,27.963963963963963
50315.0,87,30,84.70170170170171,30.065065065065067
47875.0,85,47,83.94294294294295,33.52052052052052
54770.0,82,34,80.13413413413413,24.52852852852853
49111.0,82,41,82.43343343343344,31.21921921921922
53159.0,83,27,84.63963963963964,26.55255255255255
54550.0,80,27,79.57257257257257,23.17217217217217
53607.0,84,32,82.43243243243244,24.46146146146146
48965.0,87,37,84.24624624624624,32.2952952952953
51646.0,84,35,83.55655655655656,29.614614614614613
54090.0,82,30,82.23823823823824,25.49149149149149
50166.0,86,33,83.8108108108108,30.093093093093092
53339.0,83,21,84.26126126126127,25.12112112112112
50648.0,83,30,81.54254254254255,26.54754754754755
52606.0,81,27,81.62562562562563,25.736736736736738
54728.0,84,28,83.31931931931932,24.55855855855856
51259.0,83,31,82.92092092092092,26.36036036036036
53717.0,86,31,85.01201201201201,26.33733733733734
51248.0,86,41,83.48548548548548,28.842842842842842
51635.0,87,32,83.66866866866867,29.11211211211211
49556.0,83,28,81.51151151151151,28.802802802802802
48864.0,87,43,83.25825825825825,31.733733733733732
53860.0,84,28,84.65765765765765,24.983983983983983
53865.0,82,33,81.92392392392392,27.235235235235237
48865.0,88,44,84.89789789789789,31.53253253253253
51189.0,87,36,83.73373373373373,28.376376376376378
51497.0,85,34,84.03203203203203,29.04104104104104
50451.0,85,37,82.75075075075075,29.84784784784785
49248.0,88,43,84.09609609609609,30.894894894894893
54974.0,84,28,84.45745745745745,23.95795795795796
52065.0,83,32,82.23923923923924,26.206206206206208
