Min Steepest Local_inter,Max Steepest Local_inter,Avg Steepest Local_inter,Min Greedy Local_inter,Max Greedy Local_inter,Avg Greedy Local_inter,Min Steepest Local_inter_rand,Max Steepest Local_inter_rand,Avg Steepest Local_inter_rand,Min Greedy Local_inter_rand,Max Greedy Local_inter_rand,Avg Greedy Local_inter_rand,Min Steepest Local_intra,Max Steepest Local_intra,Avg Steepest Local_intra,Min Greedy Local_intra,Max Greedy Local_intra,Avg Greedy Local_intra,Min Steepest Local_intra_rand,Max Steepest Local_intra_rand,Avg Steepest Local_intra_rand,Min Greedy Local_intra_rand,Max Greedy Local_intra_rand,Avg Greedy Local_intra_randMin CandidateMoves,Max CandidateMoves,Avg CandidateMovesMin CandidateMoves_rand,Max CandidateMoves_rand,Avg CandidateMoves_rand
0.1823,9.4092,1.5098304999999999,0.701,33.9339,3.569386500000001,12.4433,55.9936,18.002965500000002,56.2259,257.6954,74.20045749999997,0.3813,20.7258,2.624376500000001,0.575,39.6759,4.854343500000004,18.2504,78.4125,36.94650449999999,51.2262,144.8054,76.638657500000042.714,34.8832,3.79606000000000154.3069,16.8193,7.4208515
0.1715,13.2706,1.473471999999999,0.5491,24.348,3.370411000000002,11.6849,68.4948,16.701858,52.2686,210.9146,69.95440450000002,0.1871,13.1289,2.3541349999999976,0.5326,25.1417,4.523134999999998,13.0197,79.6432,32.473356499999994,51.4354,177.9163,71.954557000000010.2981,21.968,1.22328199999999957.9866,16.5343,10.295120999999996
