total_costs,Node similarity to best solution,Edge similarity to best solution,Average Node similarity to all other local optima,Average Edge similarity to all other local optima
85985.0,90,24,88.51751751751752,17.8018018018018
78575.0,88,31,86.73773773773773,22.773773773773772
81920.0,87,32,86.50550550550551,20.834834834834833
79733.0,88,33,86.14914914914915,22.176176176176178
80373.0,89,30,88.61861861861861,21.25025025025025
85679.0,89,25,87.53353353353353,17.63963963963964
89986.0,90,25,87.58858858858859,15.43943943943944
76908.0,90,37,89.77977977977977,25.54754754754755
84116.0,89,31,88.11911911911912,21.343343343343342
86217.0,90,25,89.16516516516516,18.43743743743744
85959.0,90,22,89.04104104104104,17.27827827827828
81821.0,89,28,87.32632632632632,20.765765765765767
84393.0,93,31,88.47247247247248,19.755755755755757
85461.0,90,27,87.95095095095095,18.843843843843842
83243.0,88,26,85.74174174174175,20.25125125125125
84469.0,89,27,88.0,19.32132132132132
81489.0,90,28,88.68268268268268,20.68968968968969
81875.0,91,28,87.81581581581581,21.74974974974975
88463.0,87,20,86.69069069069069,17.017017017017018
85513.0,85,19,87.42642642642643,17.852852852852852
81971.0,90,31,88.06306306306307,20.52752752752753
82209.0,88,26,87.18018018018019,19.514514514514513
80901.0,90,26,88.14514514514515,20.833833833833832
84156.0,90,24,88.57757757757757,19.173173173173172
85035.0,88,25,86.23023023023023,17.833833833833832
80776.0,88,23,87.49249249249249,19.39239239239239
89124.0,91,26,88.48948948948949,16.4004004004004
81800.0,90,26,88.98798798798799,20.153153153153152
81598.0,90,27,89.05905905905905,19.972972972972972
81590.0,89,25,89.04404404404404,20.06206206206206
85498.0,88,22,88.995995995996,19.227227227227228
84328.0,90,32,87.83183183183183,20.157157157157158
80293.0,88,27,87.36536536536536,20.114114114114113
79036.0,88,33,88.55855855855856,21.83983983983984
85256.0,90,25,88.68368368368368,19.65265265265265
83702.0,91,28,88.67167167167167,18.51251251251251
82531.0,89,30,86.86486486486487,20.733733733733732
75565.0,90,36,89.06506506506507,24.983983983983983
81620.0,88,28,87.24224224224224,20.714714714714713
81092.0,88,28,87.15715715715716,22.167167167167168
85753.0,89,23,86.97397397397397,18.894894894894893
83371.0,89,26,87.33733733733733,18.06906906906907
80133.0,90,30,87.98598598598599,21.716716716716718
85549.0,90,24,89.49249249249249,18.87087087087087
85424.0,92,28,89.03403403403404,20.016016016016017
84264.0,87,26,88.13013013013013,19.483483483483482
84811.0,89,30,87.88488488488488,18.06906906906907
84482.0,89,24,86.6056056056056,18.58858858858859
85536.0,87,30,86.66866866866867,19.006006006006007
85707.0,93,25,89.31331331331332,19.416416416416418
81296.0,90,32,87.02102102102103,20.545545545545547
82294.0,90,25,88.62862862862863,19.584584584584583
79149.0,89,33,87.82682682682683,21.446446446446448
86693.0,90,23,87.61461461461461,17.08208208208208
89613.0,87,21,87.74574574574575,15.567567567567568
87523.0,89,20,88.12912912912913,15.84084084084084
85745.0,89,27,87.85585585585585,18.284284284284283
83162.0,88,28,87.51951951951952,19.30830830830831
79668.0,89,31,87.87287287287288,21.293293293293292
80683.0,85,33,86.92592592592592,21.32232232232232
83904.0,91,32,89.65465465465465,19.76076076076076
79163.0,90,36,88.62462462462463,22.164164164164163
86472.0,86,22,86.15615615615616,16.74174174174174
83052.0,92,32,87.82882882882883,19.14014014014014
94053.0,89,18,87.89689689689689,14.508508508508509
80902.0,85,27,86.96396396396396,20.31231231231231
82431.0,89,28,87.71971971971972,20.326326326326328
87987.0,89,30,88.25725725725725,17.19019019019019
82330.0,88,27,87.36136136136136,20.38738738738739
86704.0,93,26,88.04504504504504,16.63063063063063
87138.0,87,25,86.28928928928929,17.134134134134133
81865.0,90,30,89.17117117117117,20.34934934934935
83186.0,92,28,87.84884884884885,21.046046046046047
81031.0,91,38,88.67167167167167,21.814814814814813
83179.0,89,35,87.56056056056056,20.886886886886888
83423.0,90,28,88.15015015015015,18.583583583583582
86493.0,85,20,86.11411411411412,16.1991991991992
81323.0,90,30,88.04704704704704,21.0990990990991
84972.0,89,28,86.98798798798799,19.376376376376378
83221.0,87,24,87.55255255255256,20.116116116116117
80957.0,88,33,87.02502502502503,20.59259259259259
81937.0,90,30,87.69169169169169,20.603603603603602
85111.0,91,30,88.85785785785785,19.616616616616618
84803.0,90,25,86.84184184184184,19.13213213213213
86238.0,89,26,87.69569569569569,17.15915915915916
83170.0,90,32,86.76476476476476,20.72172172172172
83248.0,88,28,86.5985985985986,19.003003003003002
83060.0,91,28,89.09509509509509,20.684684684684683
86237.0,92,25,88.52852852852853,18.3983983983984
75573.0,87,36,88.41241241241241,24.41741741741742
80615.0,92,31,89.41241241241241,21.934934934934933
88444.0,92,28,88.18818818818819,17.075075075075077
80638.0,88,34,87.56756756756756,20.77077077077077
80518.0,88,28,87.71771771771772,21.383383383383382
84530.0,88,23,86.08708708708708,19.42042042042042
82743.0,87,24,86.5985985985986,19.83183183183183
83228.0,85,26,86.08108108108108,18.14914914914915
83157.0,91,22,89.52552552552552,19.366366366366368
81827.0,91,27,89.78478478478479,21.785785785785787
82708.0,89,26,88.48648648648648,19.654654654654653
83122.0,89,28,85.5955955955956,20.133133133133132
83124.0,85,28,85.997997997998,20.685685685685687
79434.0,91,28,89.10010010010011,21.963963963963963
80794.0,87,34,86.21721721721721,20.3023023023023
84206.0,90,27,87.995995995996,19.37737737737738
81260.0,91,38,88.24424424424424,21.14214214214214
88595.0,87,24,88.10010010010011,17.003003003003002
81014.0,91,31,89.51151151151151,21.5015015015015
80932.0,90,28,89.05305305305305,20.3023023023023
84840.0,88,28,88.90090090090091,20.15015015015015
77634.0,88,30,87.51451451451452,22.745745745745747
88266.0,88,21,86.91891891891892,16.783783783783782
82089.0,90,28,88.34734734734735,21.06106106106106
81919.0,92,27,89.7937937937938,21.076076076076077
86751.0,91,33,89.005005005005,19.945945945945947
82116.0,90,26,88.41841841841841,20.15015015015015
90286.0,89,22,88.36836836836837,17.346346346346348
86131.0,86,19,87.13113113113113,17.28128128128128
85276.0,86,32,87.28228228228228,18.48048048048048
84862.0,88,27,87.96896896896897,20.173173173173172
78049.0,90,37,87.996996996997,24.103103103103102
78813.0,89,32,87.35135135135135,22.744744744744743
82622.0,88,23,87.42442442442443,19.47047047047047
84461.0,92,31,88.32332332332332,19.264264264264263
84404.0,90,25,87.54254254254255,18.87187187187187
80987.0,86,24,85.89489489489489,21.02202202202202
76990.0,90,34,88.47147147147147,24.245245245245247
89561.0,88,18,88.16516516516516,15.53053053053053
85717.0,84,24,86.57357357357357,17.73173173173173
80624.0,85,35,88.36736736736736,21.845845845845847
80792.0,87,22,87.83483483483484,21.154154154154153
88080.0,91,26,87.70570570570571,18.056056056056057
82741.0,89,28,88.1951951951952,19.64264264264264
83542.0,89,20,88.1941941941942,18.085085085085087
78446.0,85,30,85.64564564564564,23.762762762762762
86939.0,89,25,87.1891891891892,17.735735735735737
86452.0,91,24,89.009009009009,17.174174174174173
89021.0,87,20,88.32532532532532,16.852852852852852
81313.0,90,25,86.83983983983984,20.002002002002
80198.0,90,32,87.06306306306307,21.736736736736738
81729.0,89,36,86.27027027027027,20.065065065065067
91563.0,89,19,88.38238238238239,15.501501501501501
79376.0,90,36,89.63163163163163,22.7007007007007
82722.0,89,23,86.95095095095095,19.48048048048048
82359.0,89,31,87.05805805805805,19.85085085085085
86740.0,87,19,87.33933933933933,16.17017017017017
81929.0,90,25,88.74474474474475,20.175175175175177
82618.0,87,28,87.17617617617617,20.46846846846847
86050.0,91,33,88.98698698698699,18.226226226226228
84202.0,93,32,88.88888888888889,18.283283283283282
79994.0,89,30,87.25225225225225,21.83983983983984
82307.0,93,33,89.25225225225225,19.63763763763764
78715.0,90,36,88.44944944944945,22.124124124124123
85605.0,87,23,87.36736736736736,18.37937937937938
87822.0,88,23,86.74674674674675,17.0
82561.0,91,32,89.1931931931932,20.274274274274273
81065.0,91,33,87.76776776776777,22.023023023023022
80534.0,91,30,89.73773773773773,22.434434434434433
83972.0,89,32,86.06506506506507,19.766766766766768
79502.0,87,33,87.18518518518519,21.87087087087087
87458.0,88,25,87.86786786786787,16.814814814814813
83082.0,90,21,88.55655655655656,20.08108108108108
80082.0,94,33,89.82082082082083,21.72772772772773
81083.0,86,28,87.83683683683684,21.544544544544543
83307.0,93,27,89.2052052052052,19.564564564564563
89701.0,87,27,87.22922922922923,16.006006006006007
85368.0,87,23,85.82982982982983,17.52952952952953
87340.0,90,19,87.98098098098099,16.66866866866867
88495.0,89,24,88.07507507507508,16.324324324324323
82564.0,88,22,87.28728728728728,18.84884884884885
84310.0,89,28,86.97197197197197,18.7017017017017
